MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
50,RL,58.51247883535389,13756.219592948626,Pave,,Reg,HLS,AllPub,CulDSac,Gtl,Edwards,RRAn,RRAn,2fmCon,1.5Fin,6,5,1931.8461013641365,1956.2023022529588,Gable,CompShg,WdShing,Wd Shng,None,37.647406347794316,Ex,TA,Slab,TA,TA,Mn,Rec,124.12571307031827,Unf,0.0,328.16788860735363,562.3859027250593,GasA,TA,Y,SBrkr,685.6745520374704,782.8074197725015,0.0,1366.926385909368,0,0,1,0,2,1,TA,6,Typ,0,,CarPort,1928.5578233878853,Unf,1,301.4784957557346,TA,TA,P,0.0,22.69035391676718,41.217446542398,0.0,57.81930540415603,18.283881857358846,,MnWw,,345.4176206994254,10,2009,WD,Normal,97422.58135788006
70,RM,47.43824929416695,5851.58937410744,Pave,,Reg,Lvl,NoSeWa,Corner,Gtl,Somerst,Norm,Artery,1Fam,2Story,5,5,1916.06494142604,1961.5178241881426,Flat,CompShg,Wd Sdng,Wd Shng,None,27.827937035156893,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,81.07071053176489,634.8007802718178,885.7408427139252,GasA,TA,N,SBrkr,680.6792653888793,306.5961565158301,0.0,1409.3127361462127,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1916.7251862946089,,1,241.2473214635719,Fa,Fa,N,49.958391825299636,0.0,116.8628989696813,0.0,2.767874781271523,0.0,,GdWo,,204.66992834861202,7,2009,WD,Normal,63717.22136804848
50,RL,71.16853096453694,9505.57874737851,Pave,Pave,IR2,Low,AllPub,Inside,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1993.1700107806337,1988.1538324519793,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,298.3980432211501,Unf,0.0,853.3536906842118,1308.3683966185904,GasA,TA,Y,SBrkr,1868.46522639627,0.0,14.939377319014826,1786.8313775289741,0,0,2,1,3,1,TA,7,Min1,1,TA,CarPort,1970.0122062486867,RFn,2,573.0445204635384,Fa,Gd,Y,63.22669071233996,132.8060713888973,206.4517773507605,0.0,0.0,0.0,,GdPrv,,125.59289221110677,7,2006,WD,Family,230427.39687010643
20,RL,,8815.942140788864,Pave,,IR3,Lvl,NoSeWa,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,8,1949.0337431130904,2016.6570910047192,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,682.9618181624369,Unf,124.09115922975862,526.0621852519687,1479.5152144710485,GasA,Ex,Y,SBrkr,1108.8604303496666,0.0,0.0,997.5981721832972,1,0,1,1,3,1,TA,6,Typ,0,,Detchd,1951.7493298417335,Unf,1,176.04835601013764,TA,TA,Y,69.37214540301707,174.89535854092233,7.830169386002219,0.0,67.26754830437383,0.0,,MnWw,,0.0,4,2010,Oth,Normal,119458.84884914689
85,RM,57.34340123634507,700.559538938568,Pave,,Reg,Lvl,AllPub,FR3,Gtl,BrkSide,Artery,RRNn,2fmCon,1.5Unf,5,6,1947.9584396613075,1934.710787271872,Gable,CompShg,MetalSd,MetalSd,None,54.215498025118016,TA,TA,Wood,Gd,TA,No,GLQ,643.5091016271783,Unf,9.490893895062912,90.09035736242433,1154.9920093960056,GasA,Po,Y,SBrkr,1056.42661974572,234.93244519604383,0.0,1275.2212208900999,1,0,1,0,2,2,TA,5,Typ,2,TA,Attchd,1955.8032466207649,RFn,1,132.45800491006565,Gd,,N,0.0,4.0,0.0,0.0,0.0,0.0,Ex,,,12.961051303041126,1,2008,WD,Normal,136888.419738155
20,C (all),,8472.312439071718,Pave,,IR1,Lvl,AllPub,Inside,Mod,NWAmes,PosN,Norm,Duplex,2.5Unf,6,7,1974.6624527752872,1970.2014930360535,Hip,Membran,BrkFace,BrkFace,None,52.07779478007424,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,151.12056055039506,1483.9099036550613,1376.3100657169175,GasA,Gd,Y,SBrkr,1321.7931446666237,102.3271927668295,22.85942891261898,1661.7412355163744,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1979.9739516546786,RFn,2,389.29105119399327,TA,TA,Y,101.30446868706086,5.622434264939783,7.478225956172576,3.1645073375417683,13.40583831760141,0.0,,,,619.5565538470267,8,2009,WD,Normal,265132.79204620456
20,RL,65.04180607662187,10799.308211702317,Pave,Pave,Reg,Lvl,NoSeWa,FR2,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966.5178424732123,1968.111075818599,Hip,CompShg,HdBoard,ImStucc,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,570.0748363075204,Unf,52.08171325538121,166.4228251643298,1336.7369340164767,GasA,Ex,Y,SBrkr,1103.649132690285,114.05413088415416,11.140805103675376,1184.8122872937815,1,0,1,0,3,1,Fa,5,Typ,0,,Detchd,1958.8800747298503,Unf,1,322.3740079150564,TA,TA,Y,0.0,3.4694897148283195,45.08837483898215,0.0,42.166568000113834,6.692887875457599,,GdPrv,,489.86608324356456,2,2008,WD,Normal,126953.47637073664
160,RL,50.31179113186587,12454.480160749185,Pave,,Reg,Lvl,AllPub,Inside,Sev,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1934.3345924480411,1952.001865389765,Gable,CompShg,AsbShng,AsbShng,None,112.63412560133119,TA,Fa,BrkTil,,TA,,BLQ,474.37695729833854,Unf,0.0,251.3192262015215,791.7524926578786,GasA,Gd,N,SBrkr,883.610842924032,392.36109001753607,1.0237010717707211,859.0857014289509,1,0,1,0,4,1,TA,7,Typ,0,,Attchd,1968.8639339010836,Unf,1,415.48443966820463,TA,TA,Y,0.0,0.0,258.1847005029293,16.065285235664867,0.0,21.234608586133923,,,,221.44856191253191,3,2006,WD,Normal,12013.024022161015
40,RH,,22598.59032020765,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1938.4045939235466,1976.5428916540518,Gable,CompShg,Plywood,Plywood,BrkFace,259.21071263012584,Gd,Gd,CBlock,TA,TA,Av,Rec,1263.1790887096436,Unf,67.96071055265458,404.6285561836837,1622.370895166469,GasA,Gd,Y,SBrkr,1705.427082941545,0.0,0.0,1703.413108390831,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1952.402403776211,RFn,2,393.25930910872773,TA,TA,Y,34.367385589855154,114.4686267741221,235.646951483628,1.6199122490451965,10.952511911663095,0.0,,,Gar2,0.0,12,2006,WD,Abnorml,213477.70536080134
20,RL,52.88856790339323,5640.823219894617,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,RRAe,RRAn,1Fam,1Story,5,7,1942.7752636622051,1988.1856520250974,Gable,CompShg,WdShing,CmentBd,None,151.33465998441218,TA,TA,Slab,Gd,TA,Av,Unf,85.4781946902906,Unf,0.0,234.91319499895093,203.66695828883056,GasA,Po,Y,SBrkr,951.672637774563,0.0,0.0,1333.7548120019565,0,0,1,0,3,1,Gd,5,Sev,0,,Attchd,1957.8319388976374,Unf,2,577.0251191861421,TA,TA,Y,85.21155837521972,87.00478478800707,115.93037795945517,13.705095108655007,0.0,14.610593338744717,,GdWo,,0.0,10,2008,WD,Normal,86130.82868051257
85,RL,82.187138797607,14015.52106954982,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,SFoyer,4,5,1964.5379433245555,1971.9546408478056,Gable,CompShg,Plywood,ImStucc,None,4.418678772670927,TA,TA,Slab,Gd,TA,Av,BLQ,1064.1305914722782,Rec,195.64026078162547,169.10569787259305,1200.6118641974954,OthW,TA,Y,Mix,1126.0613816120892,38.05239827214481,10.625084007958833,1160.970194076507,1,0,2,0,3,1,TA,6,Typ,0,,Attchd,1987.3377804475624,,2,655.1381207278387,TA,TA,Y,0.0,0.0,153.60508219522188,0.0,11.195443457809859,0.0,,MnPrv,,165.01045192152526,4,2008,WD,Abnorml,142917.8714417474
120,RL,39.885106484834935,20570.25731070648,Pave,,Reg,HLS,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1972.1154799424223,2004.476765722723,Gable,WdShake,Plywood,ImStucc,None,131.07565473050633,Gd,TA,Stone,Gd,TA,No,GLQ,227.1486942747081,Unf,66.99551636470922,1220.239240884155,1650.0450544103132,GasA,Gd,Y,SBrkr,1537.7481296583094,120.62227625758308,0.0,1318.2051783604857,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2000.9103666517663,Fin,2,456.45406796154026,TA,Fa,Y,3.138669466944888,0.0,6.365380986469205,0.0,0.0,0.0,Fa,,,45.83967527757854,7,2007,WD,Normal,160226.46429107024
30,RL,66.13818053154894,7663.35403486459,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,8,1927.7709756314457,1948.3898482535878,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,650.0247191927364,481.3433172426322,GasA,Ex,Y,FuseP,799.5992895646227,0.0,0.0,964.3319678533712,0,0,1,0,2,1,TA,4,Typ,0,,,,,0,0.0,TA,Po,Y,0.0,115.91528686649748,17.76546531688214,0.0,0.0,29.26997359989917,,,,0.0,7,2009,WD,Normal,143208.4592333162
60,RM,,12948.74440852692,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1984.5964798590724,1989.741498984078,Gable,CompShg,VinylSd,VinylSd,None,112.3413729163309,Gd,TA,PConc,Gd,TA,,Rec,0.0,GLQ,84.6427854359287,1068.2583735152414,490.0248769922799,GasA,Ex,Y,SBrkr,808.082669603034,400.10124540168425,14.668908948952263,1728.9529988122717,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2014.5487651301623,RFn,2,428.9088575460509,TA,TA,P,112.57132834446662,44.06928675791127,3.683647330424085,0.0,0.0,0.0,,GdPrv,,0.0,1,2006,WD,Normal,155328.2403769792
120,RH,78.73796110442034,13273.320435382837,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1911.8498490162801,1956.4048107431056,Gable,CompShg,MetalSd,MetalSd,None,40.30401048815808,Fa,Fa,CBlock,TA,TA,No,Rec,424.4033611035292,Rec,20.50473182762997,733.2971225301468,983.9872572933234,GasA,TA,Y,SBrkr,697.5277869112833,488.1479396815454,0.0,1148.79614423737,0,0,1,0,2,1,TA,6,Typ,0,,BuiltIn,1944.4014052502582,Unf,1,335.93040111735803,TA,TA,Y,49.479765405905866,3.6186565294174464,103.14820302670238,0.0,0.0,0.0,Ex,,,0.0,10,2008,COD,Abnorml,136960.45289865413
50,RM,29.94683896509395,11501.640203287476,Grvl,,Reg,Lvl,NoSeWa,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1924.7502700420475,2019.1964872354151,Hip,CompShg,VinylSd,VinylSd,BrkCmn,62.51498110422423,TA,Gd,CBlock,TA,Fa,No,Unf,8.577662052572967,Unf,0.0,475.5677145233522,667.4905430492104,GasA,Gd,Y,SBrkr,1248.97505111355,630.194961949709,25.426293326506272,1338.2595268015693,0,0,1,0,2,1,Fa,5,Typ,0,,Attchd,1927.6356186207038,Unf,1,307.4634725549685,Fa,TA,Y,302.3753885485353,14.273275148131274,16.784182868430676,28.41116810995053,0.0,0.9064695557124077,Gd,,,315.58986433726864,6,2006,WD,Normal,88314.94330444142
190,RL,73.6801093677387,6780.0,Grvl,,IR1,Bnk,AllPub,Inside,Gtl,NoRidge,PosA,Norm,2fmCon,1.5Fin,6,8,1934.1422141087137,2000.7355603258893,Gable,CompShg,Wd Sdng,Wd Sdng,None,11.096595132999669,TA,Gd,CBlock,TA,TA,Gd,,433.08434565485953,Unf,103.04527745597309,220.80060521945734,403.2455106141385,GasA,Gd,N,SBrkr,496.05838464659405,471.058316937501,249.5435157616983,762.2345050179903,1,0,1,0,2,1,TA,5,Typ,0,,,,,0,0.0,,,N,135.77477458584053,0.0,16.803254756572827,22.858387894005357,0.0,0.0,Gd,,,0.0,6,2006,ConLD,Normal,130732.23213904626
70,RL,61.3626991157947,17103.422231450382,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1919.2798319447952,1981.9083084441684,Gable,CompShg,Wd Sdng,Plywood,None,0.9567986657644028,Ex,Gd,Wood,Gd,TA,No,Unf,47.85073677580223,Unf,0.0,376.3064782995739,1119.7557083047736,GasA,TA,Y,FuseF,980.7403047140838,763.9900799833201,0.0,1737.5000761795409,0,0,2,0,4,1,TA,8,Typ,0,,2Types,1965.298198174834,Unf,1,76.64533862592467,Ex,TA,Y,0.0,11.454990047279518,144.65336922112132,12.873902245366871,7.534912848987886,0.0,Fa,,,0.0,3,2008,Con,Normal,175881.93502921707
20,RL,,11528.28907396369,Pave,,IR1,Lvl,AllPub,Inside,Mod,Veenker,Norm,Norm,1Fam,1Story,6,5,1990.5891884273756,1973.5193645457537,Gable,CompShg,Plywood,HdBoard,None,65.2610723181963,TA,TA,PConc,TA,TA,Gd,ALQ,1406.4027143108435,BLQ,93.57987574992396,0.0,1481.9171190384268,GasA,TA,Y,SBrkr,1526.439617057449,255.20999920077782,0.0,1953.1290008761,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1975.5117782460052,RFn,2,782.3892793228268,,Fa,Y,146.05695882370532,58.84599533782418,0.0,0.0,12.832631005393846,12.599002077329462,,,,280.07481834583945,5,2009,WD,Normal,186081.57199624056
20,RL,64.19884561559132,11179.19581723511,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,1999.4245776418877,2014.3436541566723,Gable,CompShg,Stucco,VinylSd,None,30.15171271539519,Gd,Gd,BrkTil,Gd,TA,,LwQ,0.0,Unf,0.0,1252.580962476224,938.3585148301489,GasA,Ex,Y,FuseF,1135.2589062230556,0.0,0.0,792.0126683195704,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,1977.0822405859512,Fin,2,374.76780731969444,TA,TA,Y,0.0,0.0,0.0,3.2801580347003583,55.64937392410595,9.032496128278211,,,,0.0,3,2006,WD,Abnorml,172748.12121782167
20,RL,58.755052107023886,11215.796997832504,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRAe,1Fam,1Story,4,5,1940.1791584477328,2008.8846597940512,Gable,CompShg,VinylSd,VinylSd,None,63.15176917186199,TA,TA,CBlock,,Gd,,GLQ,0.0,,0.0,230.00935701035144,0.0,GasA,Ex,Y,Mix,1298.9991393877992,374.7842530038685,0.0,753.7789828442299,0,0,2,0,2,1,Gd,5,Min1,0,,BuiltIn,2001.9163425256368,Fin,2,622.7290055867813,TA,TA,N,0.0,95.86890392204074,0.0,6.127752419865762,5.141097659305055,0.0,,MnPrv,,0.0,5,2009,WD,Normal,116278.48677294946
60,RL,,5950.553927212927,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Unf,8,5,1973.315971689689,1994.8864324995457,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.745742487724598,Gd,Gd,PConc,Gd,TA,No,Unf,168.3548303365262,Unf,0.0,970.3001116936283,1208.5302079920602,GasA,Ex,Y,SBrkr,1120.792808827282,1308.5665755038808,0.0,2497.896826714545,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2006.3892520812408,Fin,3,647.5191470450225,TA,TA,Y,78.69149707072505,26.417230209244373,0.0,0.0,0.0,0.0,,,,0.0,6,2007,New,Normal,216166.38333637305
60,RL,72.01260686663818,11919.575127542907,Pave,,IR1,Lvl,NoSeWa,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,2006.7301198221594,1985.0373439697883,Flat,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,750.2041539360172,Unf,0.0,123.33866533284605,693.8249644353743,OthW,Ex,Y,,1154.094302825301,1151.584931948076,0.0,1867.2626979829097,1,0,2,1,3,1,Gd,7,Maj1,0,,Attchd,2009.1445857749577,Unf,2,254.73172791563874,TA,TA,Y,284.4490751782184,89.79112446729634,0.0,0.0,2.4633800716984133,0.0,,MnPrv,,0.0,8,2009,WD,Normal,316259.37947078224
80,RL,122.71244235466888,26268.409509967114,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SFoyer,6,5,1956.9870581185114,1941.1890000006995,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,339.5060219369464,TA,TA,CBlock,TA,TA,Gd,Rec,197.95932666716124,ALQ,754.9214015125442,74.7516577585932,1434.9913909514048,GasA,TA,Y,SBrkr,1296.5227740709108,0.0,26.326383001705512,1713.2798562799076,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,2008.8158999108236,Unf,2,909.6029163911047,TA,Ex,Y,0.0,0.0,258.7397057461322,12.24235280709429,0.0,0.0,Gd,,Othr,190.68526986313523,5,2009,WD,Normal,204628.22535929957
20,RL,116.61870659480047,10315.648934790494,Pave,,IR1,Low,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,2022.5391541312142,2011.440529596292,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.45719452247135,Gd,TA,PConc,Ex,Po,Gd,GLQ,1263.3107300876818,Unf,0.0,537.2835182463838,2232.6666339021926,GasA,Ex,Y,SBrkr,1847.190933688437,0.0,8.252063755029727,2274.506829255921,1,0,2,0,2,1,Gd,7,Typ,1,Po,Attchd,2003.4890373668334,RFn,3,990.4475624368329,TA,Ex,Y,268.7051308869126,97.07454718094678,13.424672533598672,37.44259697206776,20.27711822439489,12.228816947371913,,,,0.0,7,2007,New,Partial,474615.95461965713
190,C (all),54.39620712562364,8005.939758632255,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1922.3960850967972,2002.082104533844,Gable,CompShg,Wd Sdng,Wd Sdng,None,160.9477385829465,TA,Gd,BrkTil,TA,TA,No,LwQ,152.33604784247157,ALQ,443.36640724754653,114.95526385775088,1020.985861075398,Floor,Gd,Y,SBrkr,906.5708599890983,375.89886356907243,0.0,1321.2927382854336,1,0,2,0,4,2,TA,6,Typ,0,Po,,,,0,203.7156492622492,,Po,Y,60.10560956870613,27.686538010604753,16.89854918445659,0.0,38.0648899657116,46.04893422786859,Gd,,,15.069773295373274,9,2008,WD,Normal,159276.33572468534
60,RL,91.86671729502352,22294.44503166608,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1970.1595988459233,1988.5105141789295,Gable,WdShngl,VinylSd,VinylSd,BrkFace,170.95880167161175,Gd,TA,PConc,Gd,TA,Av,GLQ,785.4119218676294,Rec,0.0,783.3113656753264,1248.1424243379038,GasA,Ex,N,SBrkr,1198.3518992712548,1471.7079250712152,0.0,2235.8325160339596,0,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,2005.7013268298126,RFn,3,725.2562001198689,TA,TA,Y,161.19368703296539,95.37137461726331,40.47034319964454,0.0,37.9568278338839,0.0,,,,125.44652280636133,6,2007,WD,Partial,293589.842122266
70,RM,40.36395524356552,2819.142382934382,Pave,,IR1,HLS,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1942.8418512569465,1986.2283035793973,Mansard,WdShake,MetalSd,Brk Cmn,None,152.4677445842311,TA,Gd,PConc,TA,TA,No,ALQ,663.8727049599061,Unf,0.9571728199059784,425.4669736607858,793.7853682865054,GasW,Fa,Y,SBrkr,807.3286608598484,416.4652869026918,0.0,775.0952356387763,0,1,1,0,3,1,TA,7,Typ,0,,Detchd,1921.3950566268957,Unf,2,126.36753479680922,TA,TA,Y,103.52699946433339,0.0,0.0,5.237010923601242,0.0,0.0,,,Shed,144.88570958748565,7,2009,New,Normal,128621.5897697712
60,RL,,14061.587345915887,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,RRAe,RRAn,1Fam,2Story,7,9,1975.737476170936,2014.472684520931,Gable,CompShg,HdBoard,MetalSd,BrkFace,12.915011113311863,TA,Ex,CBlock,TA,TA,No,BLQ,626.0,Unf,140.52430308037054,99.0,776.3463221546342,GasW,Gd,Y,SBrkr,594.9941113394078,710.9566954947364,9.719006496948404,1935.4990584360726,1,0,1,1,4,1,Gd,7,Typ,0,,Attchd,1954.8276095119438,Fin,2,628.2521048075455,TA,TA,Y,21.797140982252127,32.0,0.0,0.0,0.0,0.0,,MnWw,,233.00617410194022,6,2007,ConLI,Normal,218184.3394895243
60,RL,124.88013496342973,16509.035214603988,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,5,1981.6696605713403,1984.1863444945905,Gable,Membran,HdBoard,Plywood,BrkFace,272.7182383605492,Gd,TA,CBlock,Gd,,No,BLQ,939.9107444722503,Unf,7.701222462375042,52.72546992474302,617.3948179096994,GasA,Ex,Y,SBrkr,1221.3629222263562,826.2035412150849,31.77302146917046,2336.5991909758436,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1990.1996139219573,RFn,3,615.9434510996475,TA,Fa,Y,125.6941483498762,14.848249152227126,201.9519126841162,0.0,18.287858765618953,22.261425437175628,,,,174.04537015851636,6,2007,WD,Normal,203122.1402657194
180,RH,,12880.251233485327,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,RRAn,Norm,1Fam,2Story,8,5,2002.3601022851092,1991.6636445071676,Gable,CompShg,VinylSd,VinylSd,BrkFace,81.24161277722234,Gd,TA,PConc,Gd,TA,Av,GLQ,998.2506688248556,Unf,39.694265950884734,309.0,1909.1970980159608,GasA,Ex,Y,SBrkr,1169.2770539157182,644.3628712057975,0.0,1795.8722958521648,1,0,2,1,3,1,Ex,7,Typ,1,TA,BuiltIn,1998.5203621542248,RFn,2,462.33692483330594,TA,TA,Y,121.69499406967624,153.72349549039234,0.0,0.0,0.0,0.0,,GdPrv,,0.0,11,2009,WD,Normal,259656.20315328514
85,RL,46.30681780947891,10474.69318780951,Pave,,IR1,Lvl,AllPub,FR2,Gtl,MeadowV,Feedr,Feedr,1Fam,1Story,5,7,1968.3937275021428,2004.7216123080239,Gable,CompShg,VinylSd,VinylSd,None,0.0,Ex,TA,CBlock,TA,TA,No,BLQ,638.4810751959535,ALQ,0.0,73.02063703291962,540.3334331894443,GasA,Ex,Y,SBrkr,810.5753689282742,36.585233015992145,10.133245993493905,950.3861289304501,1,0,1,0,3,1,Gd,5,Typ,0,,Attchd,1950.8705426237536,RFn,2,377.84460218178555,Fa,TA,Y,10.146682790580039,0.0,32.02572395407558,16.063367606102894,0.0,8.749825653868662,,,,218.10746115570996,5,2008,WD,Normal,99493.35785100512
50,RL,113.05227394799886,4308.80534530731,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,RRNe,Norm,1Fam,1.5Fin,4,6,1912.8812915706446,1951.8597580875473,Gable,CompShg,CBlock,CBlock,None,117.06415092039859,Fa,TA,PConc,Fa,TA,No,ALQ,303.698114307687,GLQ,336.9091055601244,156.19194020502096,680.3667872147893,GasA,Ex,Y,SBrkr,704.8511197199758,367.8728213800682,0.0,1018.1140048686634,0,0,1,0,2,1,TA,6,Typ,0,,CarPort,1962.7531118167344,Unf,1,467.8894881676607,Fa,TA,N,21.631451708271374,61.12471813515574,181.47121857688342,19.965449464065987,0.0,0.0,,MnWw,,29.68552198187511,10,2009,WD,Normal,41342.15272633425
70,C (all),45.09273011045533,2182.5378589503753,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,RRAe,Norm,1Fam,2Story,7,8,1931.1047877243504,1987.043378410946,Gable,Metal,Stucco,Stucco,None,0.0,Gd,TA,PConc,TA,TA,No,ALQ,438.2894800675706,Unf,0.0,764.9406893259958,1183.2299658734592,GasA,Ex,Y,SBrkr,935.4729074398625,990.312814333028,73.00536125983737,1677.5777739057924,1,0,1,1,4,1,Ex,7,Min2,1,Gd,BuiltIn,1903.8929703406045,Fin,1,155.93387033945288,Fa,Fa,Y,0.0,22.778022065171385,0.0,4.120427922800409,85.757534397329,3.022493274617064,,,,53.3489576860374,6,2009,WD,Partial,186072.21596877612
75,RM,,9873.809359441504,Pave,Grvl,Reg,Bnk,NoSeWa,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1918.7403650378922,2019.2966028635876,Gambrel,Membran,MetalSd,ImStucc,None,23.594797318323817,Fa,TA,CBlock,TA,TA,No,Rec,339.74055783589154,BLQ,31.697556747993907,361.73625516006587,905.2471089463756,GasA,Fa,Y,SBrkr,874.2481721359691,649.4654632123119,0.0,708.8867137518192,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1931.6262397401779,Unf,1,189.30358263012045,TA,TA,N,19.78582166716704,0.0,131.21685328501735,0.0,9.153718228962493,0.0,,GdPrv,,295.2335177676869,12,2009,ConLw,Normal,73876.25910668401
60,RL,,11368.413072432719,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1955.8081343827962,1950.2636208773654,Gable,CompShg,Plywood,Plywood,None,35.48660650407684,TA,TA,Slab,Fa,TA,,,0.0,GLQ,0.0,118.77178854060098,0.0,GasA,Gd,Y,SBrkr,1796.873292125067,861.534438494516,88.98169393877166,2450.386192694941,0,0,2,0,2,1,Fa,7,Typ,1,TA,Attchd,1975.316223084095,Fin,2,686.3542504661498,Gd,TA,P,190.85500439631284,169.09156699472453,0.0,0.0,0.0,0.0,,,Shed,0.0,5,2006,WD,Normal,148532.36231038766
50,RL,57.72108222177226,19039.664387979607,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,TwnhsE,2Story,7,9,1935.14829632902,1977.1301345407858,Gable,Roll,Plywood,CmentBd,None,0.0,Gd,Gd,Stone,TA,Gd,No,GLQ,324.5998442785817,Unf,0.0,568.5906206384843,628.0788013602363,GasA,Ex,N,SBrkr,1160.9856202841188,1168.0518755461922,15.702601408225457,2700.735565855982,0,0,2,0,4,1,Ex,9,Typ,2,Gd,Basment,1917.0610920491285,,1,101.87849258148097,Ex,TA,Y,0.0,30.089649506255224,0.0,0.0,0.0,0.0,,GdPrv,Shed,2077.470747408693,5,2010,WD,Normal,230434.1769281729
